Ordem,ID,Versão,Sprint,Componente,Forma de integração,Tipo,Tarefa,Passo de execução,Artefato a produzir,Critério de aceite,Dependências,Requisitos,Status,Prioridade na versão,Risco,Aplicabilidade,Responsável,Revisor humano,Data de aceite,Evidência exigida,Evidência obtida,ADR / justificativa,Fechamento,Observações
274,SL-S25-10,v0.5.0,S25,SandboxManager / macOS,Próprio,Decisão,Registrar suporte e bloqueios,Distinguir capacidades homologadas por arquitetura e perfil.,reports/sandbox/macos-matrix.md,Função não confinada permanece desabilitada até solução ou revisão explícita de requisito.,SL-S25-09,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S25/SL-S25-10.md,,,PENDENTE,
275,SL-S25-GATE,v0.5.0,S25,SandboxManager / macOS,Aceite humano,Gate,Aceitar S25 — Implementar perfis de sandbox macOS,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S25/acceptance.md,Processo auxiliar autorizado lê a entrada e falha ao acessar outro workspace ou rede proibida. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S25-01; SL-S25-02; SL-S25-03; SL-S25-04; SL-S25-05; SL-S25-06; SL-S25-07; SL-S25-08; SL-S25-09; SL-S25-10,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S25/acceptance.md,,,PENDENTE,
276,SL-S26-01,v0.5.0,S26,SandboxManager / Windows,Próprio,Spike,Definir fronteira Windows,"Avaliar AppContainer, tokens, ACLs e broker para motores selecionados.",docs/security/windows-sandbox-design.md,Job Objects não são apresentados como única barreira de arquivos/rede.,SL-S23-GATE,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-01.md,,,PENDENTE,
277,SL-S26-02,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Criar identidade restrita,Configurar contexto de segurança por worker sem herdar permissões gerais do usuário.,crates/sandbox/src/windows/identity.rs,Remover admin não é considerado suficiente; acesso efetivo é testado.,SL-S26-01,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-02.md,,,PENDENTE,
278,SL-S26-03,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Conceder entradas explicitamente,Aplicar ACL/capability/handles necessários aos snapshots e modelos.,crates/sandbox/src/windows/inputs.rs,Outro workspace e segredos do app continuam negados.,SL-S26-02,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-03.md,,,PENDENTE,
279,SL-S26-04,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Conter filesystem,"Tratar reparse points, paths especiais e temporários dentro do perfil.",crates/sandbox/src/windows/fs.rs,Reparse point preparado não redireciona escrita para fora do destino autorizado.,SL-S26-03,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-04.md,,,PENDENTE,
280,SL-S26-05,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Conter rede,"Definir proibições/capacidades efetivas, inclusive comunicação local necessária.",crates/sandbox/src/windows/network.rs,Worker offline não acessa serviço externo; não há dependência oculta de privilégio admin para cada job.,SL-S26-04,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-05.md,,,PENDENTE,
281,SL-S26-06,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Usar Job Objects para lifecycle,Limitar recursos e agrupar descendentes sem impedir indiscriminadamente browser/backends legítimos.,crates/sandbox/src/windows/jobs.rs,Perfil browser admite somente árvore esperada; cancelamento encerra todos os processos do job.,SL-S26-05,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-06.md,,,PENDENTE,
282,SL-S26-07,v0.5.0,S26,SandboxManager / Windows,Próprio,Implementação,Controlar DLLs e executáveis,Resolver binários em diretório gerenciado e verificar origem.,crates/sandbox/src/windows/loader.rs,PATH e diretório de trabalho hostis não substituem biblioteca/backend autorizado.,SL-S26-06,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-07.md,,,PENDENTE,
283,SL-S26-08,v0.5.0,S26,SandboxManager / Windows,Próprio,Teste,Executar corpus adversarial,"Cobrir rede, privilégios, arquivos, junctions e criação de processos.",tests/sandbox/windows/,"Evidência demonstra negação real em Windows, não apenas retorno esperado de mock.",SL-S26-07,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-08.md,,,PENDENTE,
284,SL-S26-09,v0.5.0,S26,SandboxManager / Windows,Próprio,Teste,Testar instalação sem admin,"Instalar perfil suportado, executar job e desinstalar sem resíduos privilegiados.",reports/sandbox/windows-install.md,Requisitos de privilégio são explícitos e funções inseguras falham fechadas.,SL-S26-08,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S26/SL-S26-09.md,,,PENDENTE,
285,SL-S26-10,v0.5.0,S26,SandboxManager / Windows,Próprio,Decisão,Consolidar matriz multiplataforma,Comparar garantias Linux/macOS/Windows e registrar capacidades desabilitadas.,reports/sandbox/capability-matrix.json,Jobs futuros só são habilitados onde o perfil necessário foi aprovado.,SL-S26-09,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S26/SL-S26-10.md,,,PENDENTE,
286,SL-S26-GATE,v0.5.0,S26,SandboxManager / Windows,Aceite humano,Gate,Aceitar S26 — Implementar perfis de sandbox Windows,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S26/acceptance.md,Worker controlado não acessa paths/rede fora do permitido e toda sua árvore encerra. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S26-01; SL-S26-02; SL-S26-03; SL-S26-04; SL-S26-05; SL-S26-06; SL-S26-07; SL-S26-08; SL-S26-09; SL-S26-10,R01; R06; R08; R09; R30,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S26/acceptance.md,,,PENDENTE,
287,SL-S27-01,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Upstream,Fixar revisão Docling,"Registrar versão, deps, modelos necessários e licenças de cada artefato.",upstream/docling/manifest.json,Nenhum peso é baixado automaticamente sem passar pelo catálogo aprovado.,SL-S23-GATE; SL-S24-GATE; SL-S25-GATE; SL-S26-GATE,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-01.md,,,PENDENTE,
288,SL-S27-02,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Upstream,Reproduzir baseline de parsing,Converter fixtures textuais upstream antes de criar o adapter.,reports/docling/baseline.md,"Resultado original, versões e limitações estão registrados para comparação diferencial.",SL-S27-01,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-02.md,,,PENDENTE,
289,SL-S27-03,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Upstream,Recortar pipelines,Selecionar parsing textual/tabelas; deixar OCR/VLM e servidor opcional fora do caminho leve.,workers/docling/pipeline-profile.yaml,Importação simples não carrega todo o catálogo de modelos ou serviços.,SL-S27-02,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-03.md,,,PENDENTE,
290,SL-S27-04,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Contrato,Definir NormalizedDocument,"Mapear blocos, hierarquia, páginas, tabelas, assets e diagnósticos.",schemas/normalized-document-v0.json,Contrato representa extração parcial e localizadores sem fingir cobertura completa.,SL-S27-03,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-04.md,,,PENDENTE,
291,SL-S27-05,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Implementação,Criar adapter Docling,"Converter estruturas da revisão fixada ao contrato, sem imports internos espalhados.",workers/docling/adapter.py,Mudança de versão upstream é confinada ao adapter e detectada por testes.,SL-S27-04,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-05.md,,,PENDENTE,
292,SL-S27-06,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Implementação,Preservar fonte e localizadores,Relacionar conteúdo extraído ao asset/hash/página/bloco.,workers/docling/provenance.py,Trecho exibido pode ser rastreado ao documento original da revisão correta.,SL-S27-05,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-06.md,,,PENDENTE,
293,SL-S27-07,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Implementação,Integrar worker ao scheduler,Receber entrada autorizada e devolver resultados por IPC.,workers/docling/entrypoint.py,Worker não escreve no Vault nem cria sua própria base canônica.,SL-S27-06,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-07.md,,,PENDENTE,
294,SL-S27-08,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Implementação,Tratar erros documentais,"Classificar formato não suportado, criptografado, corrompido e extração incompleta.",workers/docling/errors.py,Captura original permanece preservada e pode ser reprocessada.,SL-S27-07,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-08.md,,,PENDENTE,
295,SL-S27-09,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Teste,Comparar baseline e adapter,Verificar perdas de texto/estrutura e schema em corpus de avaliação.,tests/extract/docling-text/,Diferenças aceitas são documentadas; não há regressão silenciosa de tabelas/fontes.,SL-S27-08,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-09.md,,,PENDENTE,
296,SL-S27-10,v0.5.0,S27,Docling / ExtractProvider,Desconstrução,Teste,Medir processo leve,"Medir startup, pico, cancelamento e retorno ao estado sem worker.",reports/docling/text-resources.json,Orçamento do perfil é observado ou a integração é bloqueada/replanejada explicitamente.,SL-S27-09,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S27/SL-S27-10.md,,,PENDENTE,
297,SL-S27-GATE,v0.5.0,S27,Docling / ExtractProvider,Aceite humano,Gate,Aceitar S27 — Desconstruir Docling e integrar extração textual,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S27/acceptance.md,Importar PDF/DOCX de fixture e obter blocos com referências ao original. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S27-01; SL-S27-02; SL-S27-03; SL-S27-04; SL-S27-05; SL-S27-06; SL-S27-07; SL-S27-08; SL-S27-09; SL-S27-10,R14; R15; R30; R33; R34,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S27/acceptance.md,,,PENDENTE,
298,SL-S28-01,v0.5.0,S28,Docling / OCR,Adaptação,Decisão,Selecionar perfil OCR,"Comparar alternativas disponíveis na revisão fixada, idiomas, memória e licenças.",docs/models/ocr-profile.md,Perfil aprovado explicita hardware mínimo e não aumenta teto de RAM silenciosamente.,SL-S27-GATE,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S28/SL-S28-01.md,,,PENDENTE,
299,SL-S28-02,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Provisionar artefatos OCR,Instalar por manifest/hash e permitir uso com rede bloqueada depois do provisionamento.,workers/docling/ocr-manifest.json,"Artefato faltante gera tarefa de instalação consentida, não download oculto durante parsing.",SL-S28-01,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-02.md,,,PENDENTE,
300,SL-S28-03,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Detectar necessidade de OCR,"Distinguir camada textual suficiente, páginas imagem e extração suspeita.",workers/docling/ocr-routing.py,Documento textual comum evita custo OCR; classificação incorreta pode ser corrigida pelo usuário.,SL-S28-02,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-03.md,,,PENDENTE,
301,SL-S28-04,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Processar com limites,Definir unidade/paginação e concorrência permitida pelo motor sem alterar semântica.,workers/docling/ocr-jobs.py,Documento grande não cresce sem limite até derrubar o Core.,SL-S28-03,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-04.md,,,PENDENTE,
302,SL-S28-05,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Preservar coordenadas,Associar OCR e tabelas à página/asset original com status de precisão.,workers/docling/ocr-locators.py,Texto extraído não inventa coordenada ou evidência inexistente quando o backend não a fornece.,SL-S28-04,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-05.md,,,PENDENTE,
303,SL-S28-06,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Registrar checkpoints,Retomar unidades concluídas quando a API/pipeline escolhido permitir.,crates/ingest/src/extraction_checkpoint.rs,Retry não duplica blocos e fallback de reprocessamento completo é explícito quando necessário.,SL-S28-05,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-06.md,,,PENDENTE,
304,SL-S28-07,v0.5.0,S28,Docling / OCR,Adaptação,Implementação,Expor qualidade/limitações,"Marcar baixa legibilidade, leitura parcial e páginas não processadas.",apps/desktop/src/ingest/extraction-quality.ts,Resumo futuro consegue distinguir documento completo de conteúdo parcialmente extraído.,SL-S28-06,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-07.md,,,PENDENTE,
305,SL-S28-08,v0.5.0,S28,Docling / OCR,Adaptação,Teste,Testar corpus visual difícil,"Cobrir colunas, rotação, tabelas, imagens e diferentes idiomas.",tests/extract/ocr/,Erros conhecidos são mensurados e não mascarados como compreensão visual perfeita.,SL-S28-07,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-08.md,,,PENDENTE,
306,SL-S28-09,v0.5.0,S28,Docling / OCR,Adaptação,Teste,Testar limites e cancelamento,Simular timeout/OOM e interrupção após algumas páginas.,reports/docling/ocr-failure.json,"App preserva original, encerra worker e fornece reprocessamento controlado.",SL-S28-08,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-09.md,,,PENDENTE,
307,SL-S28-10,v0.5.0,S28,Docling / OCR,Adaptação,Documentação,Publicar capacidades por perfil,"Relacionar formatos, idiomas, limites e recursos necessários.",docs/user/document-extraction.md,Usuário sabe quando OCR está indisponível ou requer pacote adicional.,SL-S28-09,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S28/SL-S28-10.md,,,PENDENTE,
308,SL-S28-GATE,v0.5.0,S28,Docling / OCR,Aceite humano,Gate,Aceitar S28 — Adicionar OCR e robustez da extração,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S28/acceptance.md,"Importar PDF escaneado, cancelar, retomar e citar texto com localização. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.",SL-S28-01; SL-S28-02; SL-S28-03; SL-S28-04; SL-S28-05; SL-S28-06; SL-S28-07; SL-S28-08; SL-S28-09; SL-S28-10,R09; R14; R15; R30,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S28/acceptance.md,,,PENDENTE,
309,SL-S29-01,v0.5.0,S29,Readability / Turndown,Desconstrução,Upstream,Fixar bibliotecas e baseline,Registrar versões/licenças e normalizar corpus de artigos antes de customizar.,upstream/web-normalizer/manifest.json,Saída upstream e erros conhecidos ficam disponíveis para comparação.,SL-S23-GATE; SL-S24-GATE; SL-S25-GATE; SL-S26-GATE,R08; R14; R17; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S29/SL-S29-01.md,,,PENDENTE,
310,SL-S29-02,v0.5.0,S29,Readability / Turndown,Desconstrução,Decisão,Escolher ambiente DOM isolado,Definir renderer/helper sem IPC privilegiado e sem recursos remotos automáticos.,docs/architecture/html-normalizer.md,Plano não presume DOM completo em Web Worker comum nem usa janela principal como parser hostil.,SL-S29-01,R08; R14; R17; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S29/SL-S29-02.md,,,PENDENTE,
